hor,date,introduce,location,price,review,star

孙健, /2012-06-01,近年来，作者在时滞系统稳定性分析、镇定控制器设计、鲁棒滤波等领域进行了较为深入的研究。《时滞系统稳定性分析与应用》是作者近年来研究成果的系统总结。本书以时滞系统的稳定性分析为主线，辅以镇定控制器设计、鲁棒滤波、网络化控制系统的分析与综合等内容，力求自成体系，旨在向读者详细介绍时滞系统稳定性分析的常见方法和**研究成果。本书由孙健，陈杰，刘国平著。,科学出版社,¥39.50,52条评论,width: 90%;

王显正, /2000-11-01,新定价链接：控制理论基础（第二版）,科学出版社,¥25.30,5条评论,width: 90%;

王淼, /2009-01-01,,天津大学出版社,¥19.70,5条评论,width: 90%;

马佳, /2014-03-01,,东北大,¥18.30,0条评论,width: 0%;

蔡自兴, /2005-07-01,,化学工业出版社,¥30.60,6条评论,width: 100%;

丁永生, /2009-02-01,,科学出版社,¥94.80,0条评论,width: 0%;

乔枫, /2013-12-01,暂时没有内容,北京理工大学出版社,¥28.10,0条评论,width: 0%;

彭秀艳, /2006-12-01,暂时没有内容,哈尔滨工程大学出版社,¥18.90,0条评论,width: 0%;

钟义信, /2014-12-01,,北京邮电大学出版社有限公司,¥45.80,7条评论,width: 100%;

曾建潮, /2012-08-01,人工智能的目标是模拟人类智能，而自然计算的目标是模拟自然界的智能，所以，自然计算理所当然地包括人类的智能。可以说，自然计算是人工智能的扩展，但其方法学已发生了根本改变。另外，人工智能由于缺乏坚实的数学基础，因此限制了其发展，而自然计算是基于信息论、概率论和**化理论等发展起来的、具有相对坚实的数学基础，所以，自然计算是人工智能的数学基础之一。《自然计算》(作者曾建潮、崔志华)是著者在太原科技大学复杂系统与计算智能实验室十几年来在自然计算方面的主要研究工作的总结。,国防工业出版社,¥54.50,23条评论,width: 90%;

左敏, /2012-07-01,《机器人与软件人平行进化系统及其应用》由左敏著，本书所述的研究成果为机器人提供了平行进化、智能协调、协同仿真、互动通信的新方法、新技术，可提高移动机器人控制、管理、设计、维护的性能，有助于提高无人变电站巡检机器人监控系统的自动化、智能化水平。,国防工业出版社,¥28.40,21条评论,width: 100%;

张嗣瀛, /2005-06-01,暂时没有内容,东北大学出版社有限公司,¥90.00,0条评论,width: 0%;

麻省理工科技评论, /2017-06-01,,人民邮电出版社,¥183.00,0条评论,width: 0%;

董士海, /2004-06-01,,北京大学出版社,¥22.40,0条评论,width: 0%;

鲍军鹏, /2011-07-01,本书为“计算机科学与技术系列”丛书中的一本。全书分为8章，内容涉及人工智能的基本概念、知识工程、确定性推理和不确定性推理、搜索策略、机器学习、人工神经网络，以及模式识别、自然语言处理和智能体等方面。每章后面都附有习题，以供读者练习。,机械工业出版社,¥38.70,0条评论,width: 0%;

刘丹, /2016-09-01,,人民邮电出版社,¥88.00,0条评论,width: 0%;

萨尤得, /2013-12-01,享誉世界的数据压缩经典著作 内容丰富、全面、新颖，应有尽有 示例丰富，理论实践相结合，方便学以致用,人民邮电出版社,¥116.10,0条评论,width: 0%;

韦康博, /2017-01-01,,人民邮电出版社,¥104.00,0条评论,width: 0%;

萨斯特, /2007-05-01,暂时没有内容,世界图书出版公司,¥49.80,0条评论,width: 0%;

刘晋峰, /2013-05-01,,电子工业出版社,¥34.20,0条评论,width: 0%;

李国勇, /2017-02-01,,电子工业出版社,¥29.20,0条评论,width: 0%;

丛爽, /2013-01-01,编辑推荐 丛爽编著的《基于视觉的网络远程控制系统》有1/3内容是与“网络控制系统”相似的，但本书阐述得更加具体，并且在给出具体的解决方案的情况下，还有具体的实验及其结果分析。本书另外2/3的内容是分别基于Internet网络远程控制系统的软件实现、基于图像的位置反馈的关键算法与技术、多自由度机械臂的控制系统的理论与实现中关键问题的解决方案，以及上述三者的相互结合。本书内容具体翔实，对每一项具体开发实现的任务中的关键技术和问题有重点地进行分析和讨论，分别给出具体的解决方案，并给出对比的实验结果来分析不同方法的效果。本书的这些优势是目前国内同类书籍所不具备的。所以，严格意义上说，本书是国内第一本将图像和网络远程控制同时引入机器人控制系统并实现的书籍。,清华大学出版社发行部,¥31.00,0条评论,width: 0%;

王洪泊, /2011-04-01,,国防工业出版社,¥30.80,14条评论,width: 100%;

中尾真治, /2003-09-01,,科学出版社,¥23.70,7条评论,width: 80%;

陈显平, /2015-02-01,,北京航空航天大学出版社,¥22.00,8条评论,width: 0%;

科克, /2016-05-01,,电子工业出版社,¥66.20,3条评论,width: 100%;

, /2016-05-01,,浙江大学出版社,¥36.00,0条评论,width: 0%;

龚仲华, /2016-03-01,,机械工业出版社发行室,¥50.92,3条评论,width: 100%;

宫鹏涵, /2016-03-01,,机械工业出版社发行室,¥58.65,5条评论,width: 100%;

陈瑞阳, /2009-05-01,,机械工业出版社,¥26.20,0条评论,width: 0%;

蔡自兴, /2015-03-01,,机械工业出版社,¥81.00,2条评论,width: 60%;

魏克新, /2012-06-01,暂时没有内容,机械工业出版社,¥52.20,1条评论,width: 0%;

何道清, /2008-06-01,"新定价链接：传感器与传感器技术（第三版） ""bjtj""> 本书是在**版的基础上修订而成的。本书系统地介绍了传感器的基本知识和基本特性、传感器的标定和校准方法以及应用技术，重点阐述了各类传感器的转换原理、组成结构、特性分析、设计方法、信号调理技术及其在日常生活和生产过程中的典型应用，并对其他现代新型传感器作了简要介绍。本书内容丰富，讲解通俗易懂，具有很强的实用性。",科学出版社,¥33.80,42条评论,width: 90%;

福利特, /2016-02-01,编辑推荐 与下一次技术变革浪潮相比，近来的数字和移动革命是微不足道的。这是因为，从集群机器人到嵌入表皮的计算机，再到可生物打印的器官，这一切都会在未来几年开始出现。在这一非常有启发性的文章集中，设计师、工程师和研究人员分别探讨了他们为突破性技术进行体验设计的不同方法。设计不仅为如何运行和利用技术提供了框架，也把技术置入了一个更广阔的背景，这个背景包含与技术相互作用的整个生态系统，以及非预期后果的可能性。如果你是一个愿意面对复杂性和独特创想的用户体验设计师或工程师，这本书将对你很有启示。 ■ **趋势性，不局限于当下，更着眼于未来 ■ 预言十年后，写给下一代设备和应用的设计者 ■ 面向创新产品、新商业和前瞻应用设计 ■ 创业，准则，案例；清晰，深刻，务实,电子工业出版社,¥101.15,2条评论,width: 0%;

孔祥东, /2011-05-01,,机械工业出版社,¥24.00,0条评论,width: 0%;

,,,西安电子科技大学出版社,¥18.90,2条评论,width: 0%;

丁克勤, /2010-10-01,,机械工业出版社,¥40.70,45条评论,width: 90%;

尼格尔·刘易斯, /2018-04-01,,人民邮电出版社,¥128.00,0条评论,width: 0%;

石琳, /2015-07-01,《智能虚拟环境中的人工情感研究》适用于计算机专业及心理学专业的研究人员参考，也适用于从事虚拟现实和人工情感方向研究的研究生、工作人员进行参考。,武汉大学出版社,¥52.30,0条评论,width: 0%;

, /2011-07-01,,凤凰出版社,¥26.10,7条评论,width: 0%;

孙德辉, /2010-04-01,,国防工业出版社,¥28.70,22条评论,width: 90%;

刘光远, /2015-07-01,,科学出版社发行部,¥67.50,2条评论,width: 0%;

韩敏, /2013-12-01,,中国水利水电出版社发行部,¥24.00,0条评论,width: 0%;

莫宏伟, /2009-01-01,,科学出版社发行部,¥59.00,0条评论,width: 0%;

杨良根, /2013-08-01,,北京理工大学出版社,¥20.30,0条评论,width: 0%;

何希才, /2007-05-01,,中国电力出版社,¥19.80,20条评论,width: 80%;

夏晨, /2013-01-01,夏晨主编的《自动控制原理与系统》主要讲述自动控制技术的基本理论以及应用，是将经典线性控制理论中最基本、最重要的内容与实际生产中应用最广泛、最常用的典型过程控制系统相结合。结合高等学校学生的特点，基本理论知识以“必需、够用”为度，全书以“讲清概念，侧重应用”为主旨。简化了大量的数理推导，同时引进了大量的实际案例。,北京理工大学出版社,¥15.30,1条评论,width: 0%;

,,,西安电子科技大学出版社,¥22.50,23条评论,width: 100%;

王仁祥, /2009-03-01,,中国电力出版社发行部,¥58.65,0条评论,width: 0%;

菲利普斯, /2012-03-01,,科学出版社发行部,¥101.15,1条评论,width: 100%;

许罗迈, /2007-06-01,,科学出版社发行部,¥21.25,1条评论,width: 0%;

白志刚, /2012-07-01,,化学工业出版社,¥28.70,10条评论,width: 100%;

刘衍琦, /2017-06-01,《MATLAB计算机视觉与深度学习实战》详细讲解了30个MATLAB计算机视觉与深度学习实战案例，提供源码及在线支持。 几乎涵盖了数字图像处理中几乎所有的基本模块，并延伸到了深度学习的理论及其应用方面。 适合计算机、信号通信和自动化等相关专业的教师、本科生、研究生，以及广大从事数字图像处理的工程研发人员阅读参考。,电子工业出版社,¥45.82,8条评论,width: 100%;

彭特里思, /2015-09-01,Apache Spark是一个分布式计算框架，专为满足低延迟任务和内存数据存储的需求而优化。现有并行计算框架中，鲜有能兼顾速度、可扩展性、内存处理以及容错性，同时还能简化编程，提供灵活、表达力丰富的强大API的，Apache Spark就是这样一个难得的框架。 本书介绍了Spark的基础知识，从利用Spark API来载入和处理数据，到将数据作为多种机器学习模型的输入。此外还通过详细的例子和现实应用讲解了常见的机器学习模型，包括推荐系统、分类、回归、聚类和降维。另外还介绍了一些高阶内容，如大规模文本数据的处理，以及Spark Streaming下的在线机器学习和模型评估方法。 如果你是一名Scala、Java或Python开发者，对机器学习和数据分析感兴趣，并想借助Spark框架来实现常见机器学习技术的大规模应用，那么本书便是为你而写。有Spark的基础知识，但并不要求你有实践经验,人民邮电出版社,¥34.22,0条评论,width: 0%;

赵立江, /2014-08-01,,暨南大学出版社,¥18.00,0条评论,width: 0%;

董建明, /2016-08-01,原创经典，长销不衰,清华大学出版社,¥24.36,0条评论,width: 0%;

唐培和, /2015-04-01,1. 对计算思维具有独到见解。 2.既适合作为高等学校各专业学生计算机入门课程的教材，也可以作为计算机及相关专业“计算机导论”课程的教材。,电子工业出版社,¥27.84,4条评论,width: 60%;

汪明, /2017-06-01,暂时没有内容,电子工业出版社,¥27.84,1条评论,width: 0%;

格里梅特, /2015-01-01,采用“BeagleBone Black Ubuntu”的组合作为机器人控制系统，功能强大，扩展性好，技术平台起点高。 所需软件、硬件资源易于获取，上手实践门槛低。 采用任务分解的方法，逐一实现机器人各项功能，便于理解。,电子工业出版社,¥22.62,2条评论,width: 0%;

斯特凡, /2017-03-25,,中信出版集团,¥94.00,0条评论,width: 0%;

张海兵, /2017-06-01,◆ 独特、创新、跨学科的教学设计，增进孩子们的合作意识。◆ 较强的趣味性、实践性和探索性，激发孩子们的学习兴趣。◆ 综合运用的多学科知识，让孩子们不断获得新的体验和技能。相关图书推荐：《乐高创意机器人教程（初级 上册 6~12岁）》《乐高创意机器人教程（初级 下册 6~12岁）》《乐高创意机器人教程（中级 上册 10~16岁）》《乐高创意机器人教程（中级 下册 10~16岁）》《Arduino思维大爆炸——机器人创客综合能力实训教程》《Arduino思维大爆炸——物联网创客综合能力实训教程》,清华大学出版社,¥16.82,1条评论,width: 0%;

张海兵, /2017-06-01,◆ 独特、创新、跨学科的教学设计，增进孩子们的合作意识。◆ 较强的趣味性、实践性和探索性，激发孩子们的学习兴趣。◆ 综合运用的多学科知识，让孩子们不断获得新的体验和技能。,清华大学出版社,¥16.82,0条评论,width: 0%;

张海兵, /2017-06-01,◆ 独特、创新、跨学科的教学设计，增进孩子们的合作意识。◆ 较强的趣味性、实践性和探索性，激发孩子们的学习兴趣。◆ 综合运用的多学科知识，让孩子们不断获得新的体验和技能。,清华大学出版社,¥16.82,0条评论,width: 0%;

张海兵, /2017-06-01,◆ 独特、创新、跨学科的教学设计，增进孩子们的合作意识。◆ 较强的趣味性、实践性和探索性，激发孩子们的学习兴趣。◆ 综合运用的多学科知识，让孩子们不断获得新的体验和技能。,清华大学出版社,¥16.82,0条评论,width: 0%;

陈启军, /2016-07-01,智能服务机器人对机器人的基本要求是机器人能够在人所处的环境中工作，使用人所使用的工具并能与人类和谐相处。在这一点上，双足机器人与轮式、履带式、多足等类型的机器人相比，具有更好的地面适应能力和灵活性。而要使双足机器人能够在日常环境中完成各种任务，除了要使其能感知、理解外界环境，定位、导航外，更基本的是要求其能在安全、稳定、低能耗等指标下完成从当前位置到目标位置的移动，通过快速的改变运动姿态以绕开障碍物并在移动的同时完成搬运、推拉等行为。,清华大学出版社,¥32.45,0条评论,width: 0%;

王文斌, /2016-08-01,,电子工业出版社,¥20.30,0条评论,width: 0%;

梁森, /2007-06-01,,机械工业出版社,¥15.60,0条评论,width: 0%;

王保国, /2015-09-01,暂时没有内容,清华大学出版社,¥51.04,0条评论,width: 0%;

陈黄祥, /2012-04-13,,化学工业出版社,¥72.00,0条评论,width: 0%;

陈鹰, /2006-01-01,,浙江大学出版社,¥22.10,3条评论,width: 0%;

李言俊, /2004-07-01,,国防工业出版社,¥16.50,12条评论,width: 80%;

隋金雪, /2016-09-01,今天的青少年*需要教授的能力是什么？不是应付各种考试的应试能力，而是他在一生中*需要运用到的：从小到大形成的创新思维与实践能力。教育不是为社会机器塑造一个合适的螺丝钉，而是倾听孩子的声音，帮助他成为自己，帮助他在未来生活中，找到自己想要的幸福。创客教育对青少年的培养着力于提高学生解决未知问题的能力，没有标准答案，所有问题都需要自己去探索、讨论、总结、升华，让学生真正参与到创新与实践的过程，并在此过程中获得自我提升与历练，找到未来的方向。本书的创客教学模式融合了STEAM(科学、技术、工程、艺术、数学)教学理论，通过创意电子设计的教学指导，让青少年的创造力、学习力、执行力、组织力、表达力为主体的五维能力得到综合提升。本书采用项目型研究课题的教学模式，通过完成逐步进阶的项目课题，让不同认知,清华大学出版社,¥20.88,1条评论,width: 0%;

谢娟英, /2016-11-01,,电子工业出版社,¥51.04,3条评论,width: 0%;

臧海波, /2016-06-01,1．不用专业基础就能读懂，并制作。 2．机器人制作是火热的话题，完成制作可以在身边环境（兴趣论坛、朋友圈子、学校中）受到关注，有一定实用价值。 3．实践操作性强：从工具和材料准备、装配方法、设计思路到制作过程都配合图片，进行了详细讲解，可以对照操作，来完成自己的制作。 4．所选制作实例也有相应的技术价值，读者不光可以制作出有趣的机器人，也可以从中学到相应的知识，比如模拟电路、神经元网络、数字电路等。 5．作者在杂志、网络上有一定影响力。,人民邮电出版社,¥28.42,0条评论,width: 0%;

张嗣瀛, /2005-06-01,,东北大学出版社有限公司,¥79.00,0条评论,width: 0%;

美国SERVO杂志, /2017-04-01,跟随《机器人爱好者》进入令人激动的机器人世界吧！《机器人爱好者》内容精选自《SERVO》杂志，针对中国读者的需求和喜好，进行了精选和重组，每年出版3辑。第3辑共包括5章内容，涵盖了机器人技术的现状和未来、机器人产品体验、用PICAXE处理器和BASIC编程来实现机器人、机器人DIY 和机器人新资讯等方面的精彩内容。《机器人爱好者》系列专辑内容实践性强，既可以帮助国内的爱好者和从业人员了解国外机器人的发展动向，也可以给机器人研发人员提供创意和灵感。另外，本系列图书也非常适合参加各类机器人竞赛的大学生和中学生以及指导老师参考。欢迎爱好者们向我们投稿。不论您有新鲜的资讯分享，成功的产品案例，还是参加竞赛的获奖作品，都可以发送邮件至：contact@epubit.com.cn。本书包含以下精彩内容：我们能从“ARPA 机器人挑战”中学到什么人工智,人民邮电出版社,¥40.02,0条评论,width: 0%;

杨静, /2016-03-01,谷歌 AlphaGO 战胜李世石，标志着机器智能新时代来袭 人工智能火热来袭，未来 5 年，人工智能会怎样改变我们的生活？未来 15 年呢？ 人工智能的下一个 BAT 会在什么领域产生？ 科技大咖倾情推荐，内容涵盖人工智能前沿研究热点与发展趋势 分享许多知名学者专家难得的不同角度与侧面认识追求 产生了对人工智能未来发展的天马行空想象空间与好奇 将机器人、无人车、深度学习、大数据、虚拟现实等智能技术的变革结合起来，将预示一个大时代的到来，即所谓的“超智能时代”。《新智元：机器 人类 = 超智能时代》深入分析了人工智能时代的技术和发展、机遇和挑战，带我们提前走进超智能时代。,电子工业出版社,¥33.64,1条评论,width: 0%;

李金洪, /2018-02-01,磁云科技创始人 / *终身荣誉技术顾问李大学推荐 创客总部 / 创客共赢基金合伙人李建军推荐 一线研发工程师以14年开发经验的视角全面解析TensorFlow应用 涵盖数值、语音、语义、图像等多个领域96个有较高应用价值的深度学习案例 赠送12套同步配套教学视频 113套源代码文件（带配套样本） 内容全面，应用性强，从有监督学习到半监督学习，从简单的数据分类到语音、语言和图像分类乃至样本生成等一系列前沿技术，均有介绍 语言通俗易懂，拒绝生僻的术语，拒绝生僻的公式符号，落地性强 穿插了几十个需要读者注意的知识要点和难点，分享作者积累的宝贵经验,机械工业出版社,¥53.50,0条评论,width: 0%;

刘明俊, /2004-05-01,,国防科技大学,¥21.00,0条评论,width: 0%;

祝诗平, /2006-08-01,,中国林业出版社,¥23.70,27条评论,width: 80%;

王万森, /2007-01-01,,电子工业出版社,¥23.40,93条评论,width: 90%;

张仰森, /2003-08-01,,高等教育出版社,¥16.80,0条评论,width: 0%;

马宪民, /2002-09-01,,西北工业大学出版社,¥14.40,0条评论,width: 0%;

张晓华, /2003-07-01,,机械工业出版社,¥13.20,0条评论,width: 0%;

吴炳胜, /2011-08-01,,冶金工业出版社,¥25.20,8条评论,width: 70%;

邓海龙, /2000-02-01,,中国纺织出版社,¥11.30,0条评论,width: 0%;

熊田忠, /2012-06-01,,中国轻工业出版社,¥30.60,20条评论,width: 60%;

张良培, /2011-06-01,,测绘出版社,¥32.30,118条评论,width: 100%;

王孝武, /2003-07-01,,机械工业出版社,¥19.60,0条评论,width: 0%;

刘春荣, /2004-07-01,,上海人民美术出版社,¥29.90,6条评论,width: 80%;

毕宏彦, /2010-10-01,本书系普通高等教育“十一五”***规划教材，是根据测控仪器专业本科生教学需要编写的。本书系统阐述了智能仪器的主要理论、通信技术、数据采集技术、人机交互技术等知识。 本书分为两部分，第Ⅰ部分是教材，第Ⅱ部分是实验指导书。 教材的第1章介绍智能仪器的主要理论，第2章介绍智能仪器常用处理器，第3章介绍智能仪器通信技术，第4章介绍数据采集技术，第5章介绍人机交互技术，第6章是智能理论应用举例和智能仪器设计实例。 实验指导书结合教材内容，共设计了10个实验。,西安交通大学出版社,¥30.00,11条评论,width: 80%;

李少康, /2005-12-01,,西北工业大学出版社,¥26.30,6条评论,width: 100%;

廉师友, /2007-05-01,,西安电子科技大学出版社,¥18.00,4条评论,width: 50%;

张晋格, /2004-07-01,,机械工业出版社,¥15.00,0条评论,width: 0%;

陈杰, /2010-08-01,,高等教育出版社,¥29.80,19条评论,width: 90%;

刘兴堂, /2003-05-01,,西北工业大学出版社,¥32.30,54条评论,width: 100%;

张剑平, /2009-09-01,以智能检测技术为根基，兼讲智能仪器； 全书用了近300幅插图，以图说话，薄书厚内容； 包含大量原创型电路，具有实用价值； 软件和硬件相结合，顺应时代潮流。,国防工业出版社,¥22.90,14条评论,width: 90%;

李少康, /2005-12-01,,西北工业大学出版社,¥22.40,2条评论,width: 80%;

梁慧冰, /2004-07-01,,机械工业出版社,¥12.80,0条评论,width: 0%;

程鹏, /2004-06-01,,北京航天航空大学出版社,¥14.40,0条评论,width: 0%;

赵四化, /2009-08-01,,西安电子科技大学出版社,¥18.00,6条评论,width: 20%;

王秋菊, /2012-01-01,,电子工业出版社,¥19.70,3条评论,width: 0%;

基珀, /2014-08-01,暂时没有内容,国防工业出版社,¥32.40,0条评论,width: 0%;

常慧玲, /2012-07-01,,电子工业出版社,¥23.70,13条评论,width: 0%;

毛剑琴, /2013-06-01,暂时没有内容,科学出版社,¥88.20,1条评论,width: 0%;

黄攀峰, /2014-08-01,亲，暂时没有内容哦,中国宇航出版社,¥104.50,0条评论,width: 0%;

苏震, /2011-02-01,本书是作者苏震从日本早稻田大学研究生院回国以来，参照作者本人在国外多年从事电子传感技术研究和电子测控机器研制设计方面的心得体会和实际工作经验，参考国外著名高校电子计测工学专业在传感技术方面的教学理念、研究思想及现代IT产业界对传感技术的需求方式，在多年教学工作中使用的自编讲义的基础上，重新整理，编写更新而成。全书共分为8章，分别介绍了传感器的一般特性、光电传感器、温度传感器、超声波传感器、力敏传感器、磁敏传感器、热电偶传感器和智能传感器。,电子工业出版社,¥35.60,10条评论,width: 100%;

周金海,,本书集学习与实验一体，归纳知识要点，提供大量的习题解析，由浅入深，循序渐进，通俗易懂。 本书更加注重理论与实践的紧密联系，采用Visual Prol09语言设计了编程实验，并给出了相应的提示，使读者比较容易理解计算机如何实现模拟人类智能。 本书介绍了一个专家系统小案例，该程序在Visual Prol09 5．2下运行通过，提供了具体实现代码。 *后的附录收录了近几年同等学力申请计算机硕士学位人工智能考试题及参考答案。,清华大学出版社,¥15.80,22条评论,width: 80%;

邹伯敏, /2012-01-01,本书以经典控制理论的内容为主，也适量介绍了现代控制理论基础部分的内容——状态空间分析法。全书共分九章，其中**～六章为线性定常系统的分析与设计(包括时域分析法、根轨迹法、频率响应法和控制系统的校正)，第七章为离散控制系统，第八章为非线性控制系统，第九章为状态空间分析法。,机械工业出版社,¥44.80,164条评论,width: 90%;

董海鹰, /2016-09-01,,中国铁道出版社,¥30.60,8条评论,width: 100%;

王精业, /2012-11-01,,电子工业出版社,¥44.20,34条评论,width: 100%;

陈洪, /2017-06-01,,武汉大学出版社,¥50.70,0条评论,width: 0%;

姜爱萍, /2013-12-01,,上海大学,¥24.50,1条评论,width: 100%;

齐卫红, /2011-03-01,,电子工业出版社,¥20.70,10条评论,width: 0%;

许少伦, /2011-11-01,,电子工业出版社,¥28.40,15条评论,width: 90%;

赵明岩, /2013-08-01,《竞赛机器人本体制作教程》内容与机器人竞赛紧密相关，从实践方面给学生*直接的指导，使学生全面认识机器人竞赛，提高参赛学生的竞赛成绩。内容包括：机器人竞赛中常采用的各种方案、运动系统的选择、各种类型的机械手臂、机械手、行走、搬运、越障、攀爬等方案；竞赛中常用的机械加工方法及工具；机械本体的加工、装配及调试；本体设计及三维动态仿真、创新设计实例及现代设计方法；电控、传感器部分的设计与制作，常用的驱动方式及电机的选择、竞赛常用的控制平台；4种解救人质机器人、4种抗灾救援机器人制作实例；机器人竞赛及机器人技术的发展趋势,浙江大学出版社,¥22.50,19条评论,width: 100%;

孔祥东, /2008-03-01,,机械工业出版社,¥21.20,22条评论,width: 90%;

于海生, /2007-06-01,,机械工业出版社,¥23.20,34条评论,width: 90%;

张宏伟, /2016-08-01,,北京理工大学出版社,¥39.84,0条评论,width: 0%;

曹文明, /2010-06-01,,电子工业出版社,¥28.40,3条评论,width: 90%;

梅安新, /2001-07-01,,高等教育出版社,¥24.70,8条评论,width: 90%;

李朝锋, /2007-09-01,,电子工业出版社,¥22.10,36条评论,width: 80%;

韩裕生, /2013-02-01,,电子工业出版社,¥38.70,11条评论,width: 60%;

李群, /2010-04-01,,电子工业出版社,¥41.10,18条评论,width: 80%;

李国勇, /2013-01-01,《过程控制系统（第2版）》全面地论述了过程控制系统的相关知识，本书可作为高等院校自动化和信息类其他专业研究生和高年级本科生的教材，也可作为从事自动控制研究、设计和应用的科学技术人员的参考用书。,电子工业出版社,¥27.90,0条评论,width: 0%;

李君宝, /2013-12-01,,电子工业出版社,¥30.00,47条评论,width: 90%;

陈运清, /2013-06-01,推荐购买： CDN技术详解 推荐购买： 云计算解码（第2版） 推荐购买： 定位技术 推荐购买： “魔”式为王：赢在移动互联网时代 推荐购买： 营在微博：企业微博营销实战宝典(全彩精印) 推荐购买： 面向应用的智能管道关键技术新解 推荐购买： 大数据——大价值、大机遇、大变革(全彩) 推荐购买： SDN核心技术剖析和实战指南 推荐购买： 构建运营级LTE网络 推荐购买： 电信级IPRAN实现——面向LTE规模运营的移动基站回传综合承载指引 推荐购买： 移动互联网环境下的核心网剖析及演进 推荐购买： 虚拟化技术原理与实现,电子工业出版社,¥40.70,73条评论,width: 100%;

徐安, /2008-10-01,,电子工业出版社,¥26.10,29条评论,width: 90%;

郑勇, /2010-06-01,,国防工业出版社,¥21.60,17条评论,width: 100%;

俞光昀, /2008-03-01,本书是“高职高专计算机系列规划教材”之一，该书以微控制器在智能化测量和自动控制中的应用为主线，概要地介绍了连续控制系统和微机测控系统的工作原理和基本结构，并从应用的角度介绍了测控系统中主要使用的传感器和执行器，循序渐进地介绍了微机测控系统的输入/输出技术、数据处理和抗干扰技术等。该书可供各大专院校作为教材使用，也可供从事相关工作的人员作为参考用书使用。,电子工业出版社,¥15.80,2条评论,width: 100%;

方康玲, /2009-01-01,本书为国家精品课程“过程控制与集散系统”教材。本书是在多年教学实践的基础上形成的，系统地介绍了有关过程控制的理论与技术。本书从基本概念出发，深入浅出地阐述了过程控制系统的本质与特点，同时配合大量的应用实例，力图使学生掌握过程控制系统分析、设计和优化的基本原理和方法。 本书体系结构完整，时代感强；繁简适中，可读性强；工程实例特色明显；内容丰富，适用面广。既适应本科生、高职高专学生教学的要求，也可以满足研究生教学的需要；既可适应普通高等院校教学的需求，也可满足具有冶金行业特色背景的特殊高等院校教学的要求。,电子工业出版社,¥27.70,39条评论,width: 90%;

辛焕平, /2018-08-01,,电子工业出版社,¥52.40,0条评论,width: 0%;

李兴新, /2016-07-01,暂时没有内容,人民邮电出版社,¥49.00,0条评论,width: 0%;

山姆·亚伯拉罕, /2017-04-01,暂时没有内容,机械工业出版社,¥44.90,0条评论,width: 0%;

赵宝明, /2014-11-01,,科技文献出版社,¥76.00,0条评论,width: 0%;

程磊, /2014-03-01,,华中科技大学出版社,¥31.20,0条评论,width: 0%;

倪建军, /2013-10-01,,国防工业出版社,¥45.60,0条评论,width: 0%;

尼尔松, /1999-09-01,,机械工业出版社,¥30.00,2条评论,width: 100%;

杜艳丽, /2015-12-01,暂时没有内容,北京理工大学出版社,¥34.20,0条评论,width: 0%;

崔奇明, /2010-06-01,,东北大学出版社,¥31.50,0条评论,width: 0%;

徐梅,,,中国科学技术大学出版社,¥26.60,0条评论,width: 0%;

王显正, /2000-11-01,新定价链接：控制理论基础（第二版）,科学出版社,¥22.40,0条评论,width: 0%;

陈宗海, /2009-07-01,,中国科学技术大学出版社,¥361.00,0条评论,width: 0%;

韩旭明, /2013-06-01,,电子工业出版社,¥35.10,0条评论,width: 0%;

于希宁, /2008-02-01,,中国电力出版社,¥28.80,231条评论,width: 100%;

关元秀, /2008-09-01,,科学出版社,¥55.10,0条评论,width: 0%;

王琦, /2010-08-01,,科学出版社,¥61.20,0条评论,width: 0%;

王先培, /2012-07-01,,武汉大学出版社,¥28.50,0条评论,width: 0%;

王华, /2010-06-01,,国防工业出版社,¥33.90,19条评论,width: 90%;

焦李成, /2008-05-01,,科学出版社,¥34.20,0条评论,width: 0%;

张文娜, /2011-11-01,,清华大学出版社,¥29.80,21条评论,width: 100%;

王显正,,新定价链接：控制理论基础（第二版）,科学出版社,¥33.30,28条评论,width: 80%;

赵华军, /2009-08-01,,华南理工大学出版社,¥17.90,1条评论,width: 100%;

陈宗海, /2016-08-01,暂时没有内容,中国科学技术大学出版社,¥186.00,0条评论,width: 0%;

杨瑞平, /2011-01-01,本书将作战仿真系统开发、CGF应用和智能决策方法紧密结合起来，力图从作战仿真的角度来阐述CGF的智能决策及其应用。 全书共分为15章。第1章介绍智能决策的基本含义及其相关内容，阐述了在作战仿真中，CGF采用人工智能决策方法描述人的行为的必要性和重要性。第2章提出了适合于人思维过程的CGF体系结构。第3章到第10章分别论述了基于规则推理系统的方法、基于人工神经网络的方法、基于有限状态机的方法、基于贝叶斯网的方法、基于多Agent系统的方法、基于语境推理的方法、基于案例推理的方法和基于遗传算法的方法及其在CGF智能决策中的应用。第11章主要叙述了不同推理方法相结合所产生的推理机制及其在CGF智能决策中的应用。第12章介绍了国内外典型的CGF作战仿真系统及智能决策方法在这些系统中的应用。第13章介绍了目前国内应用*为广泛的两,电子工业出版社,¥35.60,28条评论,width: 90%;

王雪松, /2009-08-01,,科学出版社,¥36.00,0条评论,width: 0%;
